Data,Ticker,Płynność bieżąca,Udział zysku netto w przepływach operacyjnych,ROE,Marża zysku operacyjnego,Cena / Wartość księgowa,Cena / Zysk,Zadłużenie ogólne
2012-06-30,PCG,2.57,-49.56,8.69,4.99,0.03,0.37,0.22
2012-09-30,PCG,2.69,-17.67,7.91,3.21,0.03,0.39,0.22
2012-12-31,PCG,1.6,34.30,8.01,2.31,0.03,0.38,0.23
2013-03-31,PCG,2.77,29.08,9.93,1.78,0.03,0.28,0.24
2013-06-30,PCG,2.4,75.18,13.86,1.51,0.03,0.18,0.3
2013-09-30,PCG,1.71,45.60,15.79,1.38,0.03,0.16,0.38
2013-12-31,PCG,2.26,90.46,12.82,1.24,0.02,0.19,0.31
2014-03-31,PCG,1.79,1688.54,11.30,1.29,0.02,0.22,0.37
2014-06-30,PCG,1.89,122.13,6.74,1.31,0.02,0.37,0.3
2014-09-30,PCG,1.56,34.17,-2.96,0.80,0.03,,0.4
2014-12-31,PCG,2.35,47.54,-19.16,1.02,0.04,,0.35
2015-03-31,PCG,2.35,95.46,-21.02,0.82,0.04,,0.35
2015-06-30,PCG,0.18,926.55,380.02,-22.81,,,4.6
2015-09-30,PCG,0.17,1752.41,351.03,-807.78,,,4.72
2015-12-31,PCG,0.17,-12715.46,312.92,-866.21,,,4.7
2016-03-31,PCG,0.16,2129.01,308.42,-909.43,,,4.76
2016-06-30,PCG,0.16,-2642.71,11.04,86.36,,,4.67
2016-09-30,PCG,0.16,-387.21,10.03,90.72,,,4.63
2016-12-31,PCG,0.15,249700.00,10.28,90.71,,,4.86
2017-03-31,PCG,0.15,238800.00,9.60,90.08,,,4.82
2014-12-31,PLW,6.23,208.08,43.15,47.15,378.57,877.3,0.18
2015-12-31,PLW,10.05,232.38,43.40,54.86,194.32,447.78,0.1
2016-06-30,PLW,9.23,-361.95,32.99,50.31,162.26,491.88,0.11
2016-09-30,PLW,12.87,-262.65,30.97,43.56,146.8,474.05,0.08
2016-12-31,PLW,37.48,-686.63,11.73,37.45,60.88,519.15,0.05
2017-03-31,PLW,20.25,368.90,12.09,35.19,58.61,484.91,0.07
2017-06-30,PLW,13.42,370.83,11.71,35.05,56.77,484.75,0.08
2017-09-30,PLW,15.97,113.27,19.85,45.01,48.72,245.37,0.1
2017-12-31,PLW,11.13,145.68,24.38,49.13,45.35,186.0,0.08
2018-03-31,PLW,16.9,259.64,36.48,49.06,37.28,102.2,0.07
2018-06-30,PLW,4.25,121.38,54.22,58.74,36.98,68.21,0.2
2018-09-30,PLW,20.55,161.28,48.92,59.06,33.96,69.41,0.06
2018-12-31,PLW,17.83,130.55,48.28,63.43,30.12,62.39,0.07
2019-03-31,PLW,17.66,102.35,39.29,64.15,26.31,66.97,0.07
2019-06-30,PLW,13.89,153.72,34.92,64.48,22.87,65.49,0.08
2019-09-30,PLW,4.51,149.87,54.52,67.47,24.94,45.75,0.21
2019-12-31,PLW,28.64,202.79,49.65,63.00,16.76,33.76,0.06
2005-12-31,PRD,1.06,470.65,78.87,3.80,7.54,9.56,0.85
2006-12-31,PRD,1.16,144.38,67.13,5.99,2.64,3.93,0.74
2007-03-31,PRD,3.49,-1048.46,8.82,6.21,0.48,5.46,0.27
2007-06-30,PRD,4.63,-102.61,8.67,5.13,0.48,5.56,0.2
2007-09-30,PRD,4.37,-62.56,5.97,3.07,0.48,7.97,0.22
2007-12-31,PRD,3.61,-90.78,5.82,2.95,0.46,7.96,0.26
2008-03-31,PRD,4.37,-63.49,4.69,2.24,0.45,9.7,0.22
2008-06-30,PRD,3.8,6576.92,5.18,2.41,0.45,8.7,0.22
2008-09-30,PRD,3.8,304.79,6.11,2.65,0.45,7.31,0.22
2008-12-31,PRD,3.59,296.73,5.85,1.73,0.44,7.46,0.24
2009-03-31,PRD,4.04,35.08,4.21,0.88,0.44,10.36,0.21
2009-06-30,PRD,3.4,18.92,3.42,0.20,0.52,15.09,0.25
2009-09-30,PRD,4.2,13.97,2.86,-0.08,0.53,18.46,0.21
2009-12-31,PRD,3.3,11.81,2.42,-0.05,0.53,21.88,0.26
2010-03-31,PRD,2.1,24.94,4.62,0.60,0.51,10.99,0.32
2010-06-30,PRD,2.05,97.63,4.31,0.31,0.52,12.06,0.28
2010-09-30,PRD,2.23,-26.85,2.42,-0.69,0.53,21.82,0.24
2010-12-31,PRD,1.68,-81.31,4.45,0.56,0.53,11.96,0.36
2011-03-31,PRD,2.18,-15.61,3.22,0.69,0.53,16.35,0.3
2011-06-30,PRD,2.24,-34.06,4.76,1.51,0.55,11.57,0.3
2011-09-30,PRD,2.86,282.59,8.30,2.85,0.54,6.55,0.22
2011-12-31,PRD,2.25,-267.90,4.70,1.68,0.54,11.43,0.28
2012-03-31,PRD,2.0,45.78,5.55,2.14,0.53,9.45,0.33
2012-06-30,PRD,2.46,35.51,3.96,1.41,0.54,13.53,0.23
2012-09-30,PRD,2.38,34.27,2.95,1.22,0.53,17.97,0.23
2012-12-31,PRD,2.23,45.53,3.02,1.16,0.52,17.38,0.28
2013-03-31,PRD,2.15,343.98,3.89,1.53,0.51,13.03,0.3
2013-06-30,PRD,2.5,71.34,6.46,2.27,0.52,8.08,0.21
2013-09-30,PRD,2.25,54.93,5.76,2.09,0.52,9.03,0.23
2013-12-31,PRD,2.04,76.65,7.91,3.03,0.5,6.35,0.31
2014-03-31,PRD,2.01,25.89,6.04,2.29,0.5,8.2,0.31
2014-06-30,PRD,2.35,35.85,5.48,2.68,0.51,9.37,0.26
2014-09-30,PRD,2.23,67.63,7.00,3.57,0.5,7.2,0.29
2014-12-31,PRD,1.98,47.47,8.84,4.59,0.48,5.39,0.35
2015-03-31,PRD,2.42,-348.03,12.31,5.91,0.45,3.67,0.3
2015-06-30,PRD,2.57,405.73,13.73,5.64,0.47,3.39,0.28
2015-09-30,PRD,2.47,2726.37,14.99,6.16,0.45,3.0,0.3
2015-12-31,PRD,2.14,46.38,11.04,4.49,0.44,4.02,0.35
2016-03-31,PRD,3.67,87.66,8.93,3.81,0.43,4.81,0.2
2016-06-30,PRD,4.66,48.65,6.52,2.63,0.44,6.67,0.15
2016-09-30,PRD,3.37,21.75,3.37,1.16,0.43,12.9,0.21
2016-12-31,PRD,3.64,-40.98,6.51,2.94,0.42,6.44,0.19
2017-03-31,PRD,3.53,18.39,2.81,1.47,0.42,14.97,0.19
2017-06-30,PRD,3.95,42.00,4.65,2.56,0.42,9.0,0.16
2017-09-30,PRD,4.28,54.03,6.25,3.24,0.41,6.57,0.15
2017-12-31,PRD,5.27,40.13,4.48,2.48,0.4,8.92,0.13
2018-03-31,PRD,3.3,48.12,7.58,4.34,0.39,5.14,0.21
2018-06-30,PRD,4.54,43.77,8.00,4.45,0.39,4.82,0.17
2018-09-30,PRD,3.36,33.61,7.18,4.10,0.38,5.32,0.23
2018-12-31,PRD,3.79,16.26,2.67,2.14,0.39,14.56,0.21
2019-03-31,PRD,2.9,23.90,1.49,1.23,0.38,25.75,0.3
2019-06-30,PRD,3.66,31.96,0.32,1.16,0.38,120.01,0.24
2019-09-30,PRD,3.09,128.12,-0.85,0.30,0.38,,0.28
2019-12-31,PRD,3.36,271.92,-14.57,-4.27,0.45,,0.29
2020-03-31,PRD,3.44,421.47,-15.68,-4.62,0.44,,0.29
2008-12-31,PSW,14.65,273.73,70.18,25.76,132.73,189.12,0.06
2009-12-31,PSW,7.19,70.99,25.60,12.70,98.79,385.88,0.12
2010-03-31,PSW,5.6,47.45,16.39,6.18,94.62,577.32,0.16
2010-06-30,PSW,5.87,64.60,19.55,6.24,82.89,424.09,0.15
2010-09-30,PSW,4.77,75.90,28.65,9.52,103.39,360.91,0.19
2010-12-31,PSW,4.37,125.05,39.75,16.63,92.66,233.11,0.21
2011-03-31,PSW,4.41,187.77,48.12,22.16,74.7,155.25,0.2
2011-06-30,PSW,5.16,234.81,48.83,24.08,60.62,124.14,0.17
2011-09-30,PSW,4.52,303.55,63.26,24.72,62.08,98.15,0.2
2011-12-31,PSW,5.66,113.03,65.76,29.34,48.82,74.24,0.16
2012-03-31,PSW,5.31,125.58,61.11,30.11,40.97,67.03,0.18
2012-06-30,PSW,3.97,146.81,87.31,30.65,50.46,57.79,0.23
2012-09-30,PSW,5.61,147.86,74.42,31.13,42.7,57.38,0.18
2012-12-31,PSW,1.78,39.61,64.11,27.92,34.74,54.18,0.55
2013-03-31,PSW,1.47,39.65,58.04,28.10,29.28,50.44,0.66
2013-06-30,PSW,3.34,32.68,83.57,27.73,45.87,54.89,0.28
2013-09-30,PSW,4.14,35.07,89.07,28.99,41.43,46.52,0.23
2013-12-31,PSW,5.43,95.60,74.19,30.36,32.47,43.76,0.18
2014-03-31,PSW,5.05,100.78,64.37,29.14,26.84,41.7,0.19
2014-06-30,PSW,1.87,104.83,103.46,29.43,36.87,35.64,0.5
2014-09-30,PSW,4.18,100.89,82.10,26.78,30.34,36.95,0.22
2014-12-31,PSW,3.33,102.77,78.21,23.99,32.9,42.07,0.28
2015-03-31,PSW,4.52,106.22,67.75,22.81,25.44,37.55,0.21
2015-06-30,PSW,2.01,-603.21,87.77,23.96,30.18,34.39,0.47
2015-09-30,PSW,3.46,104.99,78.11,26.13,22.26,28.5,0.28
2015-12-31,PSW,3.35,103.90,92.52,28.48,20.93,22.62,0.29
2016-03-31,PSW,4.42,114.35,79.00,29.39,16.0,20.25,0.24
2016-06-30,PSW,1.74,57.38,113.88,28.11,24.34,21.37,0.55
2016-09-30,PSW,3.22,99.91,88.99,26.48,17.75,19.95,0.3
2016-12-31,PSW,2.94,97.15,86.65,26.10,16.84,19.43,0.32
2017-03-31,PSW,4.13,112.51,72.98,26.35,12.1,16.58,0.24
2017-06-30,PSW,1.84,129.43,109.89,24.40,17.01,15.48,0.52
2017-09-30,PSW,3.32,128.28,87.87,25.49,13.1,14.91,0.3
2017-12-31,PSW,3.14,107.56,85.64,21.62,13.29,15.52,0.32
2018-03-31,PSW,3.83,87.84,61.46,18.89,11.34,18.45,0.27
2018-06-30,PSW,1.59,93.43,95.12,20.08,17.31,18.2,0.59
2018-09-30,PSW,2.95,96.39,75.10,19.16,12.23,16.29,0.33
2018-12-31,PSW,3.04,116.81,78.30,20.99,11.43,14.6,0.31
2019-03-31,PSW,3.29,105.75,69.51,21.75,9.57,13.77,0.29
2019-06-30,PSW,3.72,120.23,67.28,20.91,8.28,12.3,0.26
2019-09-30,PSW,3.91,105.08,55.58,20.78,7.01,12.62,0.25
2019-12-31,PSW,4.95,105.74,50.94,17.85,5.96,11.7,0.2
2020-03-31,PSW,4.79,107.04,44.10,16.35,5.63,12.77,0.2
2006-12-31,QNT,2.91,132.30,38.00,11.08,4.45,11.71,0.31
2007-06-30,QNT,1.93,6161.90,33.53,10.88,3.63,10.82,0.46
2007-09-30,QNT,5.46,-230.84,11.10,12.53,1.43,12.85,0.18
2007-12-31,QNT,8.81,3307.69,11.40,11.75,1.36,11.97,0.1
2008-03-31,QNT,7.81,-716.59,10.17,10.31,1.31,12.88,0.12
2008-06-30,QNT,6.03,335.15,10.75,10.06,1.28,11.92,0.14
2008-09-30,QNT,7.51,235.17,9.43,7.99,1.26,13.38,0.11
2008-12-31,QNT,8.43,207.94,6.90,5.19,1.23,17.86,0.1
2009-03-31,QNT,6.31,75.27,4.60,2.28,1.25,27.15,0.13
2009-06-30,QNT,4.64,25.33,1.54,0.06,1.26,81.99,0.15
2009-09-30,QNT,5.71,-43.67,-2.56,-3.48,1.3,,0.11
2009-12-31,QNT,4.39,-4.76,-0.29,0.14,1.23,,0.16
2010-03-31,QNT,5.35,27.09,1.18,1.66,1.22,103.94,0.13
2010-06-30,QNT,5.29,34.91,2.01,1.78,1.22,60.53,0.13
2010-09-30,QNT,7.02,48.17,4.16,3.80,1.22,29.44,0.09
2010-12-31,QNT,4.51,-53.96,-6.90,-7.18,1.31,,0.14
2011-03-31,QNT,4.02,-89.36,-6.90,-8.14,1.3,,0.18
2011-06-30,QNT,4.09,-51.67,-6.58,-7.06,1.31,,0.18
2011-09-30,QNT,5.82,-388.24,-6.72,-8.55,1.32,,0.12
2011-12-31,QNT,6.92,-5.03,0.42,-3.38,1.32,314.1,0.1
2012-03-31,QNT,4.73,36.15,-3.37,-6.79,1.38,,0.16
2012-06-30,QNT,5.89,8.73,-3.27,-7.42,3.37,,0.12
2012-09-30,QNT,5.49,105.21,-7.72,-8.42,1.56,,0.19
2012-12-31,QNT,4.17,178.98,-9.41,-9.51,1.59,,0.25
2013-03-31,QNT,3.72,157.09,-9.45,-8.62,1.64,,0.26
2013-06-30,QNT,4.09,169.34,-19.75,-14.41,1.73,,0.26
2013-09-30,QNT,4.12,173.49,-11.66,-10.33,1.72,,0.25
2013-12-31,QNT,3.72,-1623.08,-1.77,-4.38,1.74,,0.25
2014-03-31,QNT,3.61,-83.45,-3.16,-0.13,1.75,,0.26
2014-06-30,QNT,4.04,116.31,5.31,2.48,1.84,34.61,0.24
2014-09-30,QNT,3.98,126.21,10.33,5.31,1.74,16.88,0.23
2014-12-31,QNT,4.09,29.87,3.97,7.22,1.7,42.92,0.24
2015-03-31,QNT,4.35,32.56,8.04,7.94,1.69,21.07,0.22
2015-06-30,QNT,5.56,45.87,14.63,12.55,1.7,11.62,0.2
2015-09-30,QNT,6.17,17.02,5.59,9.85,1.69,30.31,0.18
2015-12-31,QNT,4.77,65.11,11.55,9.15,1.64,14.17,0.22
2016-03-31,QNT,4.52,65.36,15.23,7.89,1.74,11.4,0.23
2016-06-30,QNT,3.62,67.68,13.39,7.39,1.68,12.53,0.28
2016-09-30,QNT,4.38,111.58,15.62,6.69,1.72,10.98,0.23
2016-12-31,QNT,4.67,66.88,13.17,7.34,1.6,12.18,0.22
2017-03-31,QNT,4.02,81.85,13.68,8.86,1.55,11.35,0.25
2017-06-30,QNT,2.31,53.55,14.80,9.30,1.96,13.23,0.4
2017-09-30,QNT,4.14,101.13,25.67,9.84,1.56,6.08,0.24
2017-12-31,QNT,3.28,54.89,14.18,4.14,1.3,9.17,0.29
2018-03-31,QNT,5.35,83.88,12.60,3.44,1.27,10.08,0.19
2018-06-30,QNT,1.96,83.16,16.14,2.77,1.75,10.87,0.47
2018-09-30,QNT,3.33,25.82,4.52,4.97,1.48,32.64,0.3
2018-12-31,QNT,3.56,106.97,13.02,8.63,1.46,11.21,0.28
2019-03-31,QNT,3.87,76.18,15.10,9.79,1.4,9.24,0.27
2019-06-30,QNT,2.1,87.30,19.58,9.19,1.69,8.64,0.45
2019-09-30,QNT,3.56,74.01,17.03,8.97,1.4,8.21,0.3
2019-12-31,QNT,3.22,74.56,21.34,8.98,1.43,6.72,0.32
2014-12-31,R22,1.09,,,,,,0.65
2015-12-31,R22,0.68,52.89,37.27,26.34,19.33,51.86,0.75
2016-12-31,R22,0.68,28.04,13.20,18.69,10.59,80.28,0.71
2017-06-30,R22,1.0,28.99,6.00,17.71,3.76,62.65,0.56
2017-09-30,R22,0.82,37.07,6.75,16.67,4.9,72.58,0.47
2017-12-31,R22,0.71,35.72,7.15,15.17,4.78,66.85,0.52
2018-03-31,R22,0.66,37.05,8.12,14.49,4.65,57.26,0.5
2018-06-30,R22,0.59,32.71,9.71,14.78,5.15,53.03,0.59
2018-09-30,R22,0.61,33.85,9.90,16.10,4.4,44.43,0.52
2018-12-31,R22,0.45,33.15,14.60,17.23,5.72,39.22,0.64
2019-03-31,R22,0.51,31.94,14.43,17.77,5.37,37.21,0.67
2019-06-30,R22,0.42,34.37,16.32,18.63,5.35,32.77,0.67
2004-12-31,SGN,2.01,16.39,6.41,5.84,0.13,1.98,0.57
2005-12-31,SGN,1.26,9.32,5.30,3.97,0.12,2.21,0.65
2006-03-31,SGN,1.61,25.61,3.28,3.46,0.12,3.57,0.46
2006-06-30,SGN,1.53,132.69,-5.13,0.91,0.15,,0.46
2006-09-30,SGN,1.15,-16.36,-3.57,0.41,0.09,,0.42
2006-12-31,SGN,1.22,32.52,-9.06,-1.44,0.1,,0.56
2007-03-31,SGN,1.24,130.41,-15.21,-3.87,0.1,,0.52
2007-06-30,SGN,1.07,183.24,-20.31,-6.37,0.11,,0.65
2007-09-30,SGN,1.01,63.06,-41.14,-10.71,0.13,,0.62
2007-12-31,SGN,1.12,951.63,-19.10,-5.99,0.12,,0.6
2008-03-31,SGN,1.24,-1568.99,-21.48,-6.62,0.13,,0.5
2008-06-30,SGN,1.2,-60.42,-9.36,-2.35,0.13,,0.55
2008-09-30,SGN,1.27,23.93,5.97,3.71,0.12,2.06,0.53
2008-12-31,SGN,1.34,-2.54,-0.40,1.16,0.12,,0.5
2009-03-31,SGN,1.54,25.91,2.23,2.18,0.12,5.51,0.39
2009-06-30,SGN,1.12,-770.77,-24.60,-8.06,0.16,,0.51
2009-09-30,SGN,1.14,-228.42,-27.81,-10.48,0.16,,0.46
2009-12-31,SGN,1.16,-2146.48,-38.98,-18.39,0.16,,0.48
2010-03-31,SGN,1.11,-288.94,-41.68,-19.91,0.17,,0.47
2010-06-30,SGN,1.06,-115.77,-18.00,-6.58,0.18,,0.49
2010-09-30,SGN,1.09,-119.47,-22.83,-7.41,0.19,,0.47
2010-12-31,SGN,1.08,-1030.03,-23.17,-8.50,0.2,,0.54
2011-03-31,SGN,1.36,-280.48,-15.41,-4.77,0.19,,0.44
2011-06-30,SGN,1.33,-74.74,-8.63,-2.17,0.19,,0.43
2011-09-30,SGN,1.06,-14.41,-2.63,-0.24,0.2,,0.48
2011-12-31,SGN,0.89,-29.96,-5.72,-0.14,0.21,,0.48
2012-03-31,SGN,1.01,-3.39,-1.58,0.71,0.21,,0.53
2012-06-30,SGN,1.46,-7.68,-1.68,1.10,0.21,,0.44
2012-09-30,SGN,1.43,-8.95,-1.75,1.39,0.2,,0.43
2012-12-31,SGN,1.36,46.59,4.79,3.80,0.2,4.26,0.47
2013-03-31,SGN,1.42,46.19,4.12,4.08,0.2,4.82,0.49
2013-06-30,SGN,1.13,43.88,4.55,4.05,0.2,4.29,0.44
2013-09-30,SGN,1.11,120.38,5.75,4.28,0.19,3.34,0.47
2013-12-31,SGN,1.11,178.68,5.70,4.32,0.19,3.36,0.48
2014-03-31,SGN,1.3,-473.41,4.82,3.80,0.19,3.91,0.55
2014-06-30,SGN,1.47,106.08,4.01,3.16,0.19,4.69,0.43
2014-09-30,SGN,1.44,63.57,2.92,2.55,0.19,6.41,0.43
2014-12-31,SGN,1.37,29.22,-1.88,0.92,0.2,,0.47
2015-03-31,SGN,1.33,-70.26,-2.17,0.99,0.19,,0.5
2015-06-30,SGN,1.32,25.62,-2.57,0.91,0.19,,0.5
2015-09-30,SGN,1.35,46.10,-4.10,0.66,0.2,,0.49
2015-12-31,SGN,1.3,-9.09,-3.65,1.02,0.2,,0.57
2016-03-31,SGN,1.11,114.24,-5.13,-0.45,0.2,,0.55
2016-06-30,SGN,0.95,-357.92,-78.42,-26.20,0.35,,0.69
2016-09-30,SGN,0.93,-145.88,-81.43,-27.91,0.36,,0.75
2016-12-31,SGN,0.64,574.20,-354.95,-38.77,1.26,,0.91
2017-03-31,SGN,0.63,1945.35,-292.99,-39.67,1.08,,0.9
2017-06-30,SGN,0.66,-298.61,-83.76,-6.88,1.14,,0.91
2017-09-30,SGN,1.04,130.15,-103.57,-7.21,1.32,,0.92
2017-12-31,SGN,0.78,96.81,-33.99,-2.54,1.32,,0.9
2018-03-31,SGN,0.82,-47.92,-9.82,-1.76,1.4,,0.82
2018-06-30,SGN,0.52,7.32,1.01,-0.07,1.3,128.59,0.79
2018-09-30,SGN,0.53,423.75,14.68,5.30,1.22,8.29,0.77
2018-12-31,SGN,0.63,84.10,24.23,12.52,1.29,5.32,0.76
2019-03-31,SGN,0.69,42.74,19.32,13.22,1.14,5.89,0.76
2004-12-31,SME,1.02,28.30,3.69,4.03,2.54,68.71,0.44
2005-12-31,SME,0.88,34.19,4.22,3.87,2.18,51.71,0.39
2006-03-31,SME,0.97,33.72,5.62,4.24,2.14,38.07,0.35
2006-06-30,SME,2.17,-15.60,-2.25,0.07,2.3,,0.37
2006-09-30,SME,1.88,-213.64,-2.43,-0.77,2.49,,0.42
2006-12-31,SME,2.62,-5157.14,-5.78,-2.04,2.31,,0.42
2007-03-31,SME,4.17,83.19,-2.93,-0.06,2.19,,0.36
2007-06-30,SME,4.35,-300.00,1.54,1.67,2.25,145.74,0.39
2007-09-30,SME,2.11,19.13,7.13,5.61,2.3,32.21,0.42
2007-12-31,SME,2.12,59.51,7.21,5.69,2.14,29.75,0.45
2008-03-31,SME,2.36,16.30,7.00,5.81,2.04,29.09,0.45
2008-06-30,SME,2.58,14.08,6.60,5.37,2.1,31.85,0.45
2008-09-30,SME,2.62,10.99,3.16,3.05,2.22,70.38,0.47
2008-12-31,SME,2.58,7.88,5.94,4.96,2.02,33.95,0.5
2009-03-31,SME,2.64,17.24,8.66,6.50,1.86,21.47,0.49
2009-06-30,SME,2.83,17.79,7.36,5.59,1.95,26.43,0.48
2009-09-30,SME,2.71,28.01,11.07,7.15,1.98,17.86,0.49
2009-12-31,SME,2.95,60.07,11.29,6.42,1.79,15.86,0.48
2010-03-31,SME,2.84,52.44,8.62,5.22,1.7,19.71,0.49
2010-06-30,SME,2.54,70.22,14.34,7.72,1.85,12.88,0.51
2010-09-30,SME,2.25,134.17,16.38,8.12,1.83,11.2,0.54
2010-12-31,SME,1.86,221.45,20.56,11.88,1.56,7.59,0.5
2011-03-31,SME,2.01,-4445.71,16.69,9.87,1.55,9.27,0.45
2011-06-30,SME,2.03,299.12,20.77,11.44,1.47,7.09,0.45
2011-09-30,SME,2.3,179.07,22.85,12.45,1.42,6.22,0.42
2011-12-31,SME,2.0,148.24,22.08,13.33,1.22,5.5,0.44
2012-03-31,SME,2.23,164.25,20.74,12.01,1.22,5.9,0.41
2012-06-30,SME,2.33,209.18,13.43,10.00,1.16,8.64,0.38
2012-09-30,SME,3.26,344.36,15.38,10.80,2.04,13.23,0.31
2012-12-31,SME,2.44,104.70,18.45,14.13,1.74,9.43,0.37
2013-03-31,SME,4.17,146.05,22.16,17.32,1.73,7.8,0.27
2013-06-30,SME,2.24,348.66,21.08,14.60,1.96,9.31,0.4
2013-09-30,SME,2.9,113.03,20.04,14.51,1.88,9.37,0.34
2013-12-31,SME,1.44,207.51,30.50,15.61,2.14,7.01,0.56
2014-03-31,SME,1.37,126.05,28.52,14.00,2.07,7.27,0.55
2014-06-30,SME,1.17,109.59,44.57,15.74,2.24,5.03,0.6
2014-09-30,SME,1.29,111.69,42.84,14.91,2.12,4.94,0.52
2014-12-31,SME,1.48,148.22,35.03,12.23,1.67,4.76,0.52
2015-03-31,SME,1.42,177.50,32.41,10.16,1.67,5.17,0.54
2015-06-30,SME,1.11,102.52,29.78,6.62,2.26,7.6,0.58
2015-09-30,SME,1.14,101.16,31.97,7.36,2.02,6.33,0.56
2015-12-31,SME,0.82,-209.31,-49.81,-11.64,2.97,,0.66
2016-03-31,SME,0.6,-164.93,-121.98,-23.20,4.43,,0.74
2016-06-30,SME,0.77,-67.84,-42.45,-9.27,2.95,,0.69
2016-09-30,SME,0.88,-169.56,-45.84,-14.31,2.36,,0.63
2016-12-31,SME,0.93,10.14,4.41,4.34,2.5,56.71,0.64
2017-03-31,SME,0.9,73.84,30.19,12.02,2.5,8.29,0.63
2017-06-30,SME,0.89,78.82,5.05,3.41,2.57,50.88,0.65
2017-09-30,SME,0.88,12.80,2.13,3.22,2.67,125.53,0.65
2017-12-31,SME,1.02,43.96,19.00,8.47,2.17,11.41,0.65
2018-03-31,SME,1.06,633.52,20.52,9.15,2.11,10.3,0.59
2018-06-30,SME,0.86,66.26,24.83,8.39,2.62,10.55,0.66
2018-09-30,SME,0.83,68.01,30.44,9.63,2.55,8.39,0.63
2018-12-31,SME,0.99,150.29,24.48,11.48,2.08,8.48,0.6
2019-03-31,SME,1.03,52.01,25.07,12.61,1.99,7.96,0.55
2019-06-30,SME,0.95,62.91,29.43,13.25,2.21,7.51,0.6
2019-09-30,SME,0.98,67.82,29.51,13.72,2.12,7.17,0.57
2019-12-31,SME,1.13,87.85,26.08,11.53,1.78,6.84,0.55
2015-12-31,SVRS,0.7,104.92,-34.21,-341.06,0.79,,0.24
2016-12-31,SVRS,14.59,360.87,-48.73,-4812.05,0.53,,0.07
2017-12-31,SVRS,1.09,305.80,-37.78,-6289.19,0.83,,0.16
2018-06-30,SVRS,0.85,250.24,-39.34,-31291.78,0.96,,0.19
2018-09-30,SVRS,3.15,133.78,-25.60,-70132.51,0.63,,0.13
2018-12-31,SVRS,1.76,104.19,-26.29,-14776.19,0.68,,0.17
2019-03-31,SVRS,1.54,117.30,-27.14,-4314.59,0.68,,0.14
2019-06-30,SVRS,0.7,102.09,-27.29,-2080.31,0.75,,0.17
2019-09-30,SVRS,0.48,162.83,-30.65,-1714.52,0.8,,0.26
2019-12-31,SVRS,0.39,199.43,-51.06,-2104.52,0.93,,0.38
2014-12-31,TBL,12.93,82.00,82.86,48.50,11.14,13.44,0.02
2015-12-31,TBL,6.18,65.94,49.17,27.87,5.62,11.43,0.35
2016-06-30,TBL,16.0,71.20,60.29,43.60,3.06,5.08,0.21
2016-09-30,TBL,22.9,94.84,68.14,51.36,2.54,3.73,0.18
2016-12-31,TBL,0.54,64.04,62.83,45.41,2.08,3.31,0.17
2017-03-31,TBL,0.65,68.67,54.66,43.34,1.76,3.21,0.16
2017-06-30,TBL,0.52,54.81,47.37,35.70,1.56,3.3,0.14
2017-09-30,TBL,2.04,45.80,43.06,31.72,1.41,3.28,0.14
2017-12-31,TBL,0.94,66.14,39.42,37.68,1.26,3.19,0.13
2018-03-31,TBL,1.1,41.52,34.29,34.53,1.18,3.43,0.16
2018-06-30,TBL,0.63,61.31,29.76,43.85,1.12,3.76,0.17
2018-09-30,TBL,0.66,55.49,25.25,49.64,1.06,4.19,0.18
2018-12-31,TBL,0.98,15.15,4.47,-0.25,1.15,25.76,0.16
2019-03-31,TBL,1.24,13.83,3.82,-12.49,1.1,28.7,0.13
2019-06-30,TBL,1.42,-35.78,-5.43,-13.97,1.15,,0.11
2019-09-30,TBL,1.31,-68.14,-13.98,-24.39,1.17,,0.13
2015-12-31,TEN,2.51,48.12,43.57,14.86,698.69,1603.72,0.34
2016-12-31,TEN,4.38,127.54,60.63,22.93,625.17,1031.1,0.21
2017-12-31,TEN,4.78,109.62,71.97,40.18,291.27,404.74,0.2
2018-03-31,TEN,1.9,119.88,113.43,41.55,326.21,287.58,0.48
2018-06-30,TEN,3.33,107.04,99.66,39.75,188.91,189.56,0.29
2018-09-30,TEN,3.57,96.80,91.80,38.26,120.25,131.0,0.27
2018-12-31,TEN,4.31,88.43,86.66,38.45,80.9,93.36,0.23
2019-03-31,TEN,3.34,84.08,79.61,34.44,64.8,81.4,0.29
2019-06-30,TEN,3.65,99.43,122.73,33.53,88.24,71.9,0.26
2019-09-30,TEN,3.86,109.64,96.90,32.63,59.42,61.31,0.25
2019-12-31,TEN,7.57,114.97,82.90,35.07,36.78,44.37,0.13
2004-12-31,TLX,2.5,16.65,3.06,1.53,0.82,26.7,0.23
2005-12-31,TLX,2.39,-52.22,2.77,1.25,0.8,28.97,0.23
2006-03-31,TLX,3.21,44.42,2.64,1.25,0.83,31.63,0.15
2006-06-30,TLX,2.57,1.99,0.51,0.60,0.84,165.45,0.2
2006-09-30,TLX,2.65,-5.34,-0.61,-0.20,0.84,,0.2
2006-12-31,TLX,2.43,2.89,0.67,0.30,0.8,119.68,0.23
2007-03-31,TLX,5.55,12.51,2.60,1.18,0.82,31.54,0.09
2007-06-30,TLX,1.39,84.77,5.93,2.48,0.79,13.36,0.55
2007-09-30,TLX,3.06,111.65,4.73,2.01,0.8,16.85,0.19
2007-12-31,TLX,1.64,41.90,9.50,3.88,0.73,7.66,0.45
